league,season,team,player,nation,pos,age,born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,nextSeason
ENG-Premier League,2018,Huddersfield,Ramadan Sobhi,EGY,"FW,MF",21,1997,0.9,5,5.70,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Huddersfield,Steve Mounié,BEN,FW,23,1994,19.8,33,1.67,27,0,0,5,1,0,4,0.20,3,0,0,0,1,0,2019
ENG-Premier League,2018,Huddersfield,Terence Kongolo,NED,DF,24,1994,30.2,24,0.80,18,1,0,2,1,2,2,0.07,2,0,0,0,0,0,2019
ENG-Premier League,2018,Huddersfield,Tommy Smith,ENG,DF,26,1992,12.7,15,1.18,13,0,0,1,1,0,1,0.08,0,0,0,1,0,0,2019
ENG-Premier League,2018,Leicester City,Adrien Silva,POR,MF,29,1989,1.0,1,1.02,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Leicester City,Ben Chilwell,ENG,DF,21,1996,36.0,91,2.53,63,12,9,2,2,3,8,0.22,7,0,0,1,0,0,2019
ENG-Premier League,2018,Leicester City,Christian Fuchs,AUT,DF,32,1986,2.3,11,4.78,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Leicester City,Daniel Amartey,GHA,DF,23,1994,7.1,11,1.55,10,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Leicester City,Danny Simpson,ENG,DF,31,1987,3.2,2,0.62,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Leicester City,Demarai Gray,JAM,"FW,MF",22,1996,22.1,55,2.49,35,1,8,6,4,1,6,0.27,4,0,1,0,1,0,2019
ENG-Premier League,2018,Leicester City,Fousseni Diabaté,MLI,FW,22,1995,0.6,2,3.33,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Leicester City,Hamza Choudhury,ENG,MF,20,1997,6.6,15,2.27,11,0,1,0,0,3,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Leicester City,Harry Maguire,ENG,DF,25,1993,28.8,45,1.56,34,2,2,5,1,1,4,0.14,2,1,0,1,0,0,2019
ENG-Premier League,2018,Leicester City,Harvey Barnes,ENG,"MF,FW",20,1997,11.2,50,4.48,36,0,9,5,0,0,4,0.36,2,0,1,1,0,0,2019
ENG-Premier League,2018,Leicester City,James Maddison,ENG,"MF,FW",21,1996,31.5,190,6.04,87,54,13,10,25,1,13,0.41,9,2,1,0,1,0,2019
ENG-Premier League,2018,Leicester City,Jamie Vardy,ENG,FW,31,1987,30.3,59,1.95,41,1,4,7,6,0,9,0.30,4,0,1,1,3,0,2019
ENG-Premier League,2018,Leicester City,Jonny Evans,NIR,DF,30,1988,22.2,12,0.54,10,0,0,2,0,0,1,0.05,0,0,0,1,0,0,2019
ENG-Premier League,2018,Leicester City,Kasper Schmeichel,DEN,GK,31,1986,38.0,2,0.05,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Leicester City,Kelechi Iheanacho,NGA,"FW,MF",21,1996,10.5,23,2.20,21,0,0,0,2,0,7,0.67,6,0,0,0,1,0,2019
ENG-Premier League,2018,Leicester City,Marc Albrighton,ENG,"FW,MF",28,1989,18.1,47,2.60,37,4,3,3,0,0,4,0.22,4,0,0,0,0,0,2019
ENG-Premier League,2018,Leicester City,Nampalys Mendy,SEN,MF,26,1992,23.2,21,0.90,19,0,0,0,2,0,2,0.09,0,0,0,0,2,0,2019
ENG-Premier League,2018,Leicester City,Rachid Ghezzal,ALG,"FW,MF",26,1992,8.3,44,5.33,32,6,3,2,1,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Leicester City,Ricardo Pereira,POR,"DF,FW",24,1993,34.7,86,2.48,56,5,11,5,6,3,14,0.40,10,0,3,0,1,0,2019
ENG-Premier League,2018,Leicester City,Shinji Okazaki,JPN,"MF,FW",32,1986,3.2,11,3.44,10,0,0,1,0,0,1,0.31,1,0,0,0,0,0,2019
ENG-Premier League,2018,Leicester City,Vicente Iborra,ESP,MF,30,1988,2.5,2,0.79,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Leicester City,Wes Morgan,JAM,DF,34,1984,21.4,14,0.65,10,0,0,3,0,1,1,0.05,0,0,0,1,0,0,2019
ENG-Premier League,2018,Leicester City,Wilfred Ndidi,NGA,MF,21,1996,36.6,64,1.75,59,0,1,2,0,2,5,0.14,4,0,0,1,0,0,2019
ENG-Premier League,2018,Leicester City,Youri Tielemans,BEL,MF,21,1997,12.1,39,3.23,36,0,0,2,1,0,6,0.50,6,0,0,0,0,0,2019
ENG-Premier League,2018,Leicester City,Çağlar Söyüncü,TUR,DF,22,1996,4.1,1,0.24,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Liverpool,Adam Lallana,ENG,"MF,FW",30,1988,5.2,24,4.63,18,3,2,0,1,0,3,0.58,2,0,0,0,1,0,2019
ENG-Premier League,2018,Liverpool,Alberto Moreno,ESP,DF,26,1992,1.7,7,4.09,6,0,1,0,0,0,1,0.58,1,0,0,0,0,0,2019
ENG-Premier League,2018,Liverpool,Alex Oxlade-Chamberlain,ENG,MF,24,1993,0.2,3,12.86,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Liverpool,Alisson,BRA,GK,25,1992,38.0,4,0.11,1,3,0,0,0,0,1,0.03,0,1,0,0,0,0,2019
ENG-Premier League,2018,Liverpool,Andrew Robertson,SCO,DF,24,1994,35.7,94,2.63,87,1,3,1,2,0,18,0.50,17,0,1,0,0,0,2019
ENG-Premier League,2018,Liverpool,Daniel Sturridge,ENG,"FW,MF",28,1989,5.7,14,2.48,13,0,0,0,1,0,2,0.35,2,0,0,0,0,0,2019
ENG-Premier League,2018,Liverpool,Dejan Lovren,CRO,DF,29,1989,11.0,6,0.55,5,0,0,0,1,0,2,0.18,1,0,0,0,1,0,2019
ENG-Premier League,2018,Liverpool,Divock Origi,BEL,FW,23,1995,4.1,11,2.67,7,0,1,2,1,0,1,0.24,1,0,0,0,0,0,2019
ENG-Premier League,2018,Liverpool,Fabinho,BRA,MF,24,1993,22.4,42,1.87,33,0,2,2,3,2,5,0.22,4,0,0,0,1,0,2019
ENG-Premier League,2018,Liverpool,Georginio Wijnaldum,NED,MF,27,1990,30.3,57,1.88,44,3,3,3,2,2,6,0.20,5,0,0,1,0,0,2019
ENG-Premier League,2018,Liverpool,James Milner,ENG,"MF,DF",32,1986,19.9,85,4.28,44,29,5,4,2,1,7,0.35,6,1,0,0,0,0,2019
ENG-Premier League,2018,Liverpool,Joe Gomez,ENG,DF,21,1997,11.8,11,0.93,11,0,0,0,0,0,1,0.08,1,0,0,0,0,0,2019
ENG-Premier League,2018,Liverpool,Jordan Henderson,ENG,MF,28,1990,22.1,39,1.77,36,1,0,1,0,1,6,0.27,6,0,0,0,0,0,2019
ENG-Premier League,2018,Liverpool,Joël Matip,CMR,DF,26,1991,17.1,12,0.70,9,0,1,0,1,1,2,0.12,1,0,0,0,0,1,2019
ENG-Premier League,2018,Liverpool,Mohamed Salah,EGY,FW,26,1992,36.1,160,4.43,104,4,26,12,14,0,21,0.58,8,1,4,3,5,0,2019
ENG-Premier League,2018,Liverpool,Naby Keïta,GUI,"MF,FW",23,1995,15.4,41,2.65,34,0,2,4,1,0,5,0.32,5,0,0,0,0,0,2019
ENG-Premier League,2018,Liverpool,Nathaniel Clyne,ENG,DF,27,1991,1.2,2,1.62,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Liverpool,Rafael Camacho,POR,DF,18,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Liverpool,Roberto Firmino,BRA,"FW,MF",26,1991,29.0,116,4.00,90,0,9,10,3,4,17,0.59,12,0,3,1,1,0,2019
ENG-Premier League,2018,Liverpool,Sadio Mané,SEN,FW,26,1992,34.2,119,3.48,86,0,13,8,11,1,16,0.47,9,0,5,1,1,0,2019
ENG-Premier League,2018,Liverpool,Trent Alexander-Arnold,ENG,DF,19,1998,27.4,96,3.51,62,24,6,2,1,1,18,0.66,13,5,0,0,0,0,2019
ENG-Premier League,2018,Liverpool,Virgil van Dijk,NED,DF,27,1991,37.6,31,0.82,26,0,1,3,0,1,7,0.19,5,0,0,2,0,0,2019
ENG-Premier League,2018,Liverpool,Xherdan Shaqiri,SUI,"FW,MF",26,1991,11.8,39,3.30,28,6,1,3,1,0,10,0.85,5,2,1,2,0,0,2019
ENG-Premier League,2018,Manchester City,Aymeric Laporte,ESP,DF,24,1994,34.0,40,1.18,37,0,1,2,0,0,6,0.18,6,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester City,Benjamin Mendy,FRA,DF,24,1994,10.0,24,2.40,20,2,1,1,0,0,6,0.60,5,1,0,0,0,0,2019
ENG-Premier League,2018,Manchester City,Bernardo Silva,POR,"MF,FW",23,1994,31.7,138,4.35,113,7,9,6,2,1,13,0.41,12,0,0,0,1,0,2019
ENG-Premier League,2018,Manchester City,Danilo,BRA,DF,27,1991,9.0,16,1.78,13,0,0,2,1,0,2,0.22,1,0,0,1,0,0,2019
ENG-Premier League,2018,Manchester City,David Silva,ESP,MF,32,1986,26.7,152,5.70,124,8,6,11,3,0,19,0.71,18,1,0,0,0,0,2019
ENG-Premier League,2018,Manchester City,Ederson,BRA,GK,24,1993,38.0,5,0.13,2,3,0,0,0,0,1,0.03,0,1,0,0,0,0,2019
ENG-Premier League,2018,Manchester City,Fabian Delph,ENG,DF,28,1989,8.1,14,1.74,14,0,0,0,0,0,2,0.25,2,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester City,Fernandinho,BRA,MF,33,1985,26.4,72,2.73,61,0,1,2,4,4,10,0.38,8,0,0,0,1,1,2019
ENG-Premier League,2018,Manchester City,Gabriel Jesus,BRA,FW,21,1997,11.5,48,4.17,36,0,6,5,1,0,6,0.52,5,0,0,1,0,0,2019
ENG-Premier League,2018,Manchester City,John Stones,ENG,DF,24,1994,19.6,18,0.92,17,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester City,Kevin De Bruyne,BEL,MF,27,1991,10.8,75,6.92,52,12,6,2,3,0,6,0.55,4,1,0,0,1,0,2019
ENG-Premier League,2018,Manchester City,Kyle Walker,ENG,DF,28,1990,30.9,65,2.11,60,0,1,2,1,1,5,0.16,5,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester City,Leroy Sané,GER,FW,22,1996,20.7,87,4.20,53,9,14,6,4,1,15,0.72,13,0,2,0,0,0,2019
ENG-Premier League,2018,Manchester City,Nicolás Otamendi,ARG,DF,30,1988,13.7,9,0.66,8,0,1,0,0,0,2,0.15,2,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester City,Oleksandr Zinchenko,UKR,DF,21,1996,12.8,30,2.35,27,2,1,0,0,0,5,0.39,5,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester City,Phil Foden,ENG,MF,18,2000,3.7,16,4.29,11,0,3,0,2,0,1,0.27,1,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester City,Raheem Sterling,ENG,FW,23,1994,30.8,145,4.71,99,1,23,11,11,0,27,0.88,19,0,4,0,4,0,2019
ENG-Premier League,2018,Manchester City,Riyad Mahrez,ALG,"FW,MF",27,1991,14.9,57,3.82,34,6,6,7,3,1,9,0.60,6,1,1,1,0,0,2019
ENG-Premier League,2018,Manchester City,Sergio Agüero,ARG,FW,30,1988,27.3,91,3.33,60,1,11,10,7,2,19,0.70,14,0,2,2,1,0,2019
ENG-Premier League,2018,Manchester City,Vincent Kompany,BEL,DF,32,1986,13.6,12,0.88,11,0,0,0,0,1,1,0.07,1,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester City,İlkay Gündoğan,GER,MF,27,1990,23.7,102,4.30,75,19,2,4,2,0,13,0.55,12,1,0,0,0,0,2019
ENG-Premier League,2018,Manchester Utd,Alexis Sánchez,CHI,"FW,MF",29,1988,9.8,45,4.60,33,0,5,2,5,0,6,0.61,4,0,0,2,0,0,2019
ENG-Premier League,2018,Manchester Utd,Ander Herrera,ESP,MF,28,1989,15.6,39,2.50,33,1,1,1,2,1,6,0.39,6,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester Utd,Andreas Pereira,BRA,MF,22,1996,6.7,24,3.61,21,0,1,1,1,0,1,0.15,1,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester Utd,Angel Gomes,ENG,"MF,FW",17,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester Utd,Anthony Martial,FRA,FW,22,1995,18.0,69,3.83,55,0,6,1,7,0,12,0.67,6,0,3,1,2,0,2019
ENG-Premier League,2018,Manchester Utd,Antonio Valencia,ECU,DF,32,1985,5.2,14,2.70,13,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester Utd,Ashley Young,ENG,DF,33,1985,28.5,77,2.70,42,31,1,2,1,0,9,0.32,5,2,1,1,0,0,2019
ENG-Premier League,2018,Manchester Utd,Chris Smalling,ENG,DF,28,1989,23.6,11,0.47,9,0,0,2,0,0,2,0.08,2,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester Utd,David de Gea,ESP,GK,27,1990,38.0,4,0.11,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester Utd,Diogo Dalot,POR,"DF,FW",19,1999,11.3,30,2.67,22,2,3,3,0,0,2,0.18,2,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester Utd,Eric Bailly,CIV,DF,24,1994,7.1,2,0.28,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester Utd,Fred,BRA,MF,25,1993,11.6,31,2.68,25,3,0,1,2,0,2,0.17,2,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester Utd,James Garner,ENG,MF,17,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester Utd,Jesse Lingard,ENG,"FW,MF",25,1992,18.5,59,3.19,46,2,4,3,3,1,12,0.65,6,1,2,1,2,0,2019
ENG-Premier League,2018,Manchester Utd,Juan Mata,ESP,"FW,MF",30,1988,14.3,66,4.60,51,7,2,2,4,0,7,0.49,5,0,0,0,2,0,2019
ENG-Premier League,2018,Manchester Utd,Luke Shaw,ENG,DF,23,1995,28.8,75,2.61,57,6,6,4,1,1,11,0.38,6,1,2,1,0,1,2019
ENG-Premier League,2018,Manchester Utd,Marcos Rojo,ARG,DF,28,1990,2.4,3,1.27,2,0,0,1,0,0,1,0.42,0,0,0,1,0,0,2019
ENG-Premier League,2018,Manchester Utd,Marcus Rashford,ENG,FW,20,1997,25.9,81,3.12,55,4,8,6,7,1,13,0.50,8,0,4,1,0,0,2019
ENG-Premier League,2018,Manchester Utd,Marouane Fellaini,BEL,MF,30,1987,8.4,13,1.56,9,1,0,0,3,0,2,0.24,1,0,0,0,1,0,2019
ENG-Premier League,2018,Manchester Utd,Mason Greenwood,ENG,FW,16,2001,1.3,8,6.15,5,0,3,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester Utd,Matteo Darmian,ITA,DF,28,1989,4.9,2,0.41,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester Utd,Nemanja Matić,SRB,MF,29,1988,27.1,54,2.00,51,0,1,1,0,1,4,0.15,4,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester Utd,Paul Pogba,FRA,MF,25,1993,33.4,167,5.00,131,0,8,15,12,1,20,0.60,16,0,0,2,2,0,2019
ENG-Premier League,2018,Manchester Utd,Phil Jones,ENG,DF,26,1992,14.0,4,0.29,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester Utd,Romelu Lukaku,BEL,FW,25,1993,23.7,56,2.36,47,0,3,5,1,0,7,0.29,6,0,0,0,1,0,2019
ENG-Premier League,2018,Manchester Utd,Scott McTominay,SCO,"MF,DF",21,1996,9.6,8,0.83,5,0,1,1,1,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester Utd,Tahith Chong,NED,FW,18,1999,0.4,2,4.74,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Manchester Utd,Victor Lindelöf,SWE,DF,24,1994,28.9,13,0.45,10,0,1,1,0,1,1,0.03,1,0,0,0,0,0,2019
ENG-Premier League,2018,Newcastle Utd,Antonio Barreca,ITA,DF,23,1995,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Newcastle Utd,Ayoze Pérez,ESP,"MF,FW",25,1993,32.4,91,2.81,70,0,6,7,5,3,6,0.19,5,0,1,0,0,0,2019
ENG-Premier League,2018,Newcastle Utd,Christian Atsu,GHA,MF,26,1992,16.6,42,2.53,32,0,1,4,5,0,5,0.30,3,0,1,1,0,0,2019
ENG-Premier League,2018,Newcastle Utd,Ciaran Clark,IRL,DF,28,1989,9.5,6,0.63,4,0,0,1,1,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Newcastle Utd,DeAndre Yedlin,USA,DF,25,1993,27.5,54,1.97,40,8,1,2,2,1,8,0.29,5,2,0,1,0,0,2019
ENG-Premier League,2018,Newcastle Utd,Fabian Schär,SUI,DF,26,1991,22.2,32,1.44,29,0,2,1,0,0,1,0.05,1,0,0,0,0,0,2019
ENG-Premier League,2018,Newcastle Utd,Federico Fernández,ARG,DF,29,1989,16.5,11,0.67,9,1,0,0,0,1,2,0.12,2,0,0,0,0,0,2019
ENG-Premier League,2018,Newcastle Utd,Florian Lejeune,FRA,DF,27,1991,11.7,13,1.11,11,0,0,1,1,0,1,0.09,1,0,0,0,0,0,2019
ENG-Premier League,2018,Newcastle Utd,Isaac Hayden,ENG,MF,23,1995,20.7,41,1.98,36,0,1,0,1,3,4,0.19,3,0,0,0,0,1,2019
ENG-Premier League,2018,Newcastle Utd,Jacob Murphy,ENG,"MF,DF",23,1995,3.4,2,0.59,2,0,0,0,0,0,1,0.30,1,0,0,0,0,0,2019
ENG-Premier League,2018,Newcastle Utd,Jamaal Lascelles,ENG,DF,24,1993,30.5,12,0.39,9,2,0,1,0,0,1,0.03,0,0,0,1,0,0,2019
ENG-Premier League,2018,Newcastle Utd,Javier Manquillo,ESP,DF,24,1994,12.2,28,2.29,22,3,0,0,3,0,3,0.25,3,0,0,0,0,0,2019
ENG-Premier League,2018,Newcastle Utd,Jonjo Shelvey,ENG,MF,26,1992,10.5,51,4.84,32,10,4,3,0,2,1,0.09,1,0,0,0,0,0,2019
ENG-Premier League,2018,Newcastle Utd,Joselu,ESP,FW,28,1990,6.6,6,0.91,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Newcastle Utd,Kenedy,BRA,"MF,DF",22,1996,15.0,50,3.34,34,2,4,2,5,3,2,0.13,2,0,0,0,0,0,2019
ENG-Premier League,2018,Newcastle Utd,Ki Sung-yueng,KOR,MF,29,1989,14.5,39,2.70,22,14,0,1,2,0,3,0.21,2,0,0,1,0,0,2019
ENG-Premier League,2018,Newcastle Utd,Martin Dúbravka,SVK,GK,29,1989,38.0,5,0.13,4,1,0,0,0,0,1,0.03,1,0,0,0,0,0,2019
ENG-Premier League,2018,Newcastle Utd,Matt Ritchie,SCO,"DF,MF",28,1989,32.5,109,3.35,61,33,5,5,4,1,12,0.37,6,3,2,1,0,0,2019
ENG-Premier League,2018,Newcastle Utd,Miguel Almirón,PAR,MF,24,1994,8.4,36,4.27,27,0,1,3,3,2,3,0.36,1,0,0,1,1,0,2019
ENG-Premier League,2018,Newcastle Utd,Mohamed Diamé,SEN,MF,31,1987,24.1,33,1.37,20,0,4,3,5,1,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Newcastle Utd,Paul Dummett,WAL,DF,26,1991,22.1,26,1.18,21,3,0,2,0,0,1,0.05,1,0,0,0,0,0,2019
ENG-Premier League,2018,Newcastle Utd,Salomón Rondón,VEN,FW,28,1989,28.9,73,2.52,61,0,2,7,2,1,11,0.38,7,0,0,4,0,0,2019
ENG-Premier League,2018,Newcastle Utd,Sean Longstaff,ENG,MF,20,1997,7.6,13,1.70,10,0,2,0,1,0,2,0.26,1,0,0,0,1,0,2019
ENG-Premier League,2018,Newcastle Utd,Yoshinori Mutō,JPN,"FW,MF",26,1992,5.8,11,1.89,10,0,0,0,1,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Southampton,Alex McCarthy,ENG,GK,28,1989,25.0,2,0.08,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Southampton,Angus Gunn,SCO,GK,22,1996,12.0,3,0.25,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Southampton,Callum Slattery,ENG,MF,19,1999,1.2,3,2.41,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Southampton,Charlie Austin,ENG,FW,29,1989,10.9,23,2.11,13,0,0,5,3,2,2,0.18,1,0,0,1,0,0,2019
ENG-Premier League,2018,Southampton,Cédric Soares,POR,DF,26,1991,16.6,31,1.87,26,2,1,1,0,1,3,0.18,3,0,0,0,0,0,2019
ENG-Premier League,2018,Southampton,Danny Ings,ENG,FW,26,1992,18.3,61,3.33,43,0,9,4,3,2,7,0.38,2,0,1,0,3,1,2019
ENG-Premier League,2018,Southampton,Fraser Forster,ENG,GK,30,1988,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Southampton,Jack Stephens,ENG,DF,24,1994,18.9,15,0.79,14,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Southampton,James Ward-Prowse,ENG,"MF,DF",23,1994,21.6,72,3.33,32,30,0,2,3,5,3,0.14,2,0,0,0,0,1,2019
ENG-Premier League,2018,Southampton,Jan Bednarek,POL,DF,22,1996,23.9,18,0.75,13,2,0,3,0,0,2,0.08,2,0,0,0,0,0,2019
ENG-Premier League,2018,Southampton,Jannik Vestergaard,DEN,DF,25,1992,22.5,14,0.62,11,0,1,1,1,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Southampton,Josh Sims,ENG,MF,21,1997,2.4,5,2.12,3,0,1,0,1,0,3,1.27,3,0,0,0,0,0,2019
ENG-Premier League,2018,Southampton,Kayne Ramsey,ENG,DF,17,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Southampton,Manolo Gabbiadini,ITA,"FW,MF",26,1991,5.3,10,1.89,7,0,1,0,2,0,1,0.19,1,0,0,0,0,0,2019
ENG-Premier League,2018,Southampton,Mario Lemina,GAB,MF,24,1993,17.9,48,2.68,38,0,5,2,3,0,4,0.22,1,0,0,2,1,0,2019
ENG-Premier League,2018,Southampton,Matt Targett,ENG,DF,22,1995,13.2,41,3.11,23,13,0,2,2,1,4,0.30,3,1,0,0,0,0,2019
ENG-Premier League,2018,Southampton,Maya Yoshida,JPN,DF,29,1988,16.9,13,0.77,7,0,0,5,1,0,3,0.18,2,0,0,1,0,0,2019
ENG-Premier League,2018,Southampton,Michael Obafemi,IRL,FW,18,2000,1.5,7,4.60,4,0,1,1,1,0,1,0.66,1,0,0,0,0,0,2019
ENG-Premier League,2018,Southampton,Mohamed Elyounoussi,NOR,MF,23,1994,8.8,34,3.86,16,7,4,3,3,1,1,0.11,1,0,0,0,0,0,2019
ENG-Premier League,2018,Southampton,Nathan Redmond,ENG,"MF,FW",24,1994,36.3,135,3.72,101,1,17,10,3,3,11,0.30,8,0,1,1,0,1,2019
ENG-Premier League,2018,Southampton,Oriol Romeu,ESP,MF,26,1991,23.7,31,1.31,25,0,0,6,0,0,3,0.13,2,0,0,1,0,0,2019
ENG-Premier League,2018,Southampton,Pierre Højbjerg,DEN,MF,22,1995,30.7,80,2.61,61,1,3,5,6,4,8,0.26,7,0,1,0,0,0,2019
ENG-Premier League,2018,Southampton,Ryan Bertrand,ENG,DF,28,1989,24.0,53,2.21,36,11,0,1,4,1,6,0.25,4,2,0,0,0,0,2019
ENG-Premier League,2018,Southampton,Sam Gallagher,ENG,FW,22,1995,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Southampton,Shane Long,IRL,"FW,MF",31,1987,14.1,30,2.12,20,0,1,4,3,2,3,0.21,1,0,0,0,1,1,2019
ENG-Premier League,2018,Southampton,Steven Davis,NIR,MF,33,1985,1.1,8,7.35,8,0,0,0,0,0,1,0.92,1,0,0,0,0,0,2019
ENG-Premier League,2018,Southampton,Stuart Armstrong,SCO,MF,26,1992,15.9,61,3.83,43,2,3,5,7,1,8,0.50,6,0,0,0,2,0,2019
ENG-Premier League,2018,Southampton,Tyreke Johnson,ENG,MF,19,1998,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2019
ENG-Premier League,2018,Southampton,Wesley Hoedt,NED,DF,24,1994,13.0,6,0.46,6,0,0,0,0,0,1,0.08,1,0,0,0,0,0,2019
ENG-Premier League,2018,Southampton,Yan Valery,TUN,DF,19,1999,19.0,15,0.79,10,1,2,1,1,0,2,0.11,2,0,0,0,0,0,2019
ENG-Premier League,2018,Tottenham,Ben Davies,WAL,DF,25,1993,20.5,37,1.81,26,4,0,3,1,3,3,0.15,2,0,0,0,0,1,2019
ENG-Premier League,2018,Tottenham,Christian Eriksen,DEN,MF,26,1992,30.8,143,4.64,97,27,4,10,3,2,16,0.52,12,4,0,0,0,0,2019
ENG-Premier League,2018,Tottenham,Danny Rose,ENG,DF,28,1990,20.0,60,3.00,38,6,4,4,6,2,9,0.45,6,1,0,1,1,0,2019
ENG-Premier League,2018,Tottenham,Davinson Sánchez,COL,DF,22,1996,21.6,14,0.65,12,0,0,2,0,0,2,0.09,0,0,0,2,0,0,2019
ENG-Premier League,2018,Tottenham,Dele Alli,ENG,MF,22,1996,20.3,64,3.16,45,2,6,5,5,1,5,0.25,3,0,0,1,1,0,2019
ENG-Premier League,2018,Tottenham,Eric Dier,ENG,"MF,DF",24,1994,16.7,22,1.31,19,0,0,0,2,1,2,0.12,2,0,0,0,0,0,2019
ENG-Premier League,2018,Tottenham,Fernando Llorente,ESP,FW,33,1985,7.7,21,2.72,18,0,1,2,0,0,2,0.26,2,0,0,0,0,0,2019
ENG-Premier League,2018,Tottenham,Georges-Kévin N'Koudou,CMR,FW,23,1995,0.1,1,18.00,1,0,0,0,0,0,1,18.00,1,0,0,0,0,0,2019
ENG-Premier League,2018,Tottenham,Harry Kane,ENG,FW,25,1993,26.9,86,3.19,58,1,12,8,7,0,14,0.52,9,0,1,2,2,0,2019
ENG-Premier League,2018,Tottenham,Harry Winks,ENG,MF,22,1996,17.7,29,1.63,27,1,0,1,0,0,3,0.17,3,0,0,0,0,0,2019
ENG-Premier League,2018,Tottenham,Hugo Lloris,FRA,GK,31,1986,33.0,3,0.09,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2019
